NAME,PRICE,CUISINES_CATEGORY,CITY,REGION,RATING,VOTES,PEAK_TIME,MEN_EMPLOYEE,WOMEN_EMPLOYEE,DELIVERED_FOOD_APPROX,DELIVERY_TIME
Pista House Bakery,200,['Pizzas' 'Salads'],Hyderabad,Uppal,4,500,22:59:10,1,1,4176,63
Agra Sweets Banjara,250,['Sweets' 'Desserts' 'Chaat' 'Snacks' 'Beverages'],Hyderabad,Masab Tank,4.3,1000,12:49:00,5,1,13546,46
Sri Raghavendra Tiffins,150,['South Indian' 'Andhra'],Hyderabad,Kachiguda,4.3,1000,14:08:45,9,1,11684,25
Pista House Bakery Kotla,200,['Fast Food' 'Continental' 'Pizzas' 'Snacks'],Hyderabad,Charminar,4.3,100,19:39:19,2,4,23537,46
VNR Fresh Juice Center,200,['Beverages' 'Desserts'],Hyderabad,Narayanguda,3.5,1000,21:32:17,10,1,17630,30
Mohammed's Shawarma,150,['Arabian'],Hyderabad,Toli Chowki,4,500,21:11:18,3,2,22850,55
Hotel Sohail Waves,500,['Arabian' 'Tandoor' 'Mughlai' 'Biryani' 'North Indian'],Hyderabad,Chanchalguda,4.1,1000,19:38:25,7,3,29312,27
Sri Sai Raghavendra Udupi Veg,100,['South Indian' 'Juices' 'Ice Cream'],Hyderabad,Dilsukhnagar,4.1,1000,11:48:25,7,5,19996,45
Pista House Restaurant,400,['Biryani' 'Chinese' 'Tandoor' 'Ice Cream' 'Beverages'],Hyderabad,Uppal,4,500,10:24:49,1,1,13279,64
Cake D'licious,250,['Bakery' 'Desserts'],Hyderabad,Kothapet & Dilsukhnagar,3.9,100,13:49:33,8,4,23578,50
Balaji Family Dhaba,300,['Indian' 'Chinese' 'Punjabi' 'Jain'],Hyderabad,Santosh Nagar,4.1,1000,21:19:44,3,4,16631,48
Habeeb's Fast Food,300,['Fast Food' 'Chinese' 'Mughlai'],Hyderabad,Amberpet,4.1,500,14:25:07,2,2,29097,38
Sai Charan Dhaba,300,['North Indian' 'Tandoor'],Hyderabad,Ghansi Bazaar,4.1,100,20:56:38,8,3,3416,44
Akson Restaurant,250,['North Indian' 'Biryani' 'Kerala'],Hyderabad,Punjagutta,4.3,1000,14:02:27,9,2,24566,53
Sri Raghavendra Udupi Veg,200,['South Indian'],Hyderabad,Krishna Nagar Colony,4,1000,18:38:42,6,0,4903,55
Surabhi Grand,300,['Mughlai' 'North Indian' 'Chinese' 'Seafood'],Hyderabad,Amberpet,4,500,19:42:56,10,1,26360,45
Sri Balaji Family Dhaba,300,['North Indian'],Hyderabad,Gudimalkapur,3.9,100,22:52:42,8,0,10503,50
Mandar Restaurant,500,['North Indian' 'Biryani' 'Chinese'],Hyderabad,Toli Chowki,4.1,1000,09:56:32,2,0,26673,59
Scoops,200,['Ice Cream' 'Desserts' 'Beverages'],Hyderabad,Koti,4.5,500,10:16:59,5,0,5263,20
The Belgian Waffle Co.,200,['Desserts' 'Beverages'],Hyderabad,Himayatnagar,4.4,500,14:58:23,10,2,22663,39
Onesta,200,['Italian' 'Desserts' 'Pizzas' 'American' 'Snacks'],Hyderabad,Banjara Hills,3.6,1000,12:47:44,5,1,28458,58
Kwality Wall s Frozen Dessert & Ice Cream Shop,200,['Ice Cream' 'Desserts'],Hyderabad,Himayath Nagar,--,,09:16:27,5,4,5818,36
Santosh Family Dhaba,300,['North Indian' 'Biryani' 'Chinese' 'Tandoor' 'Indian'],Hyderabad,Himayath Nagar,3.8,500,17:37:33,4,4,10216,32
Rumaan Restaurant,300,['Biryani' 'Tandoor' 'North Indian' 'Chinese' 'Kebabs' 'Mughlai'],Hyderabad,Madannapet Colony,4,100,12:52:07,1,2,25054,44
Andhra Gunpowder,280,['Andhra'],Hyderabad,Tolichowki,4.4,1000,12:29:58,6,4,9174,45
 Sahadeva Reddy's Biryani Durbar,250,['Biryani' 'Chinese' 'Indian'],Hyderabad,Kothapet & Dilsukhnagar,4.1,50,10:58:46,6,0,5089,45
Hotel Swagath Grand - Dhanturi group of Hotels,300,['Biryani' 'Chinese' 'South Indian' 'North Indian' 'Tandoor'],Hyderabad,Nagole,3.9,1000,22:18:20,5,0,11110,67
The Thick Shake Factory,250,['Beverages'],Hyderabad,Basheer Bagh,4.3,100,11:54:38,3,0,28614,27
Om Best Paratha,200,['North Indian'],Hyderabad,New Malakpet,4,1000,16:26:13,10,3,13573,37
KS Bakers,250,['Bakery'],Hyderabad,Narayanguda,3.9,100,18:54:42,3,3,3060,27
Hotel Nakshatra Grand,350,['North Indian' 'Chinese' 'Biryani' 'South Indian'],Hyderabad,Kothapet,3.8,100,09:37:03,9,0,24759,52
Swiss Castle,500,['Bakery' 'Sweets' 'Desserts'],Hyderabad,Himayath Nagar,4.6,100,22:59:55,4,3,21533,28
A-1 Chicken Pakoda,250,['Biryani' 'Kebabs' 'Indian' 'Chinese' 'Mughlai' 'Fast Food'],Hyderabad,Gaddiannaram,4,1000,15:24:32,4,3,14822,40
Bombay Juice,200,['Chaat' 'Chinese' 'Juices'],Hyderabad,Koti,4.2,500,22:55:06,10,2,14129,26
Eagles Pizza,150,['Pizzas'],Hyderabad,Himayatnagar,3.7,500,22:27:46,9,3,24698,32
Sri Balaji Family Dhaba - Ramkote,200,['Punjabi' 'North Indian' 'Chinese'],Hyderabad,Ramkote,4.1,1000,15:07:42,10,4,23856,26
Ice Magic,250,['Pizzas'],Hyderabad,Toli Chowki,4.5,100,22:41:00,8,5,25253,68
Domino's Pizza,400,['Pizzas'],Hyderabad,Kachiguda,4.4,100,21:46:38,2,0,3107,30
Alex's Kitchen,350,['Chinese'],Hyderabad,Basheer Bagh,4.2,500,20:14:46,10,0,25810,39
Zomoz-The Momo Company,150,['Fast Food' 'Tibetan' 'Chinese'],Hyderabad,Himayatnagar,4.3,500,14:06:29,10,3,15139,31
Tipsy Topsy,250,['Chinese' 'Italian' 'Desserts' 'Bakery' 'Fast Food'],Hyderabad,Saidabad,3.7,500,21:40:43,5,5,22275,39
Subway,350,['Fast Food' 'Salads' 'Snacks' 'Desserts' 'Beverages'],Hyderabad,Himayatnagar,4.3,500,09:48:52,1,4,14957,33
Sri Balaji Prithviraj Family Dhaba,400,['North Indian' 'Chinese'],Hyderabad,Narayanguda,3.9,1000,20:39:23,5,4,24122,29
Mr.Pulao,200,['Andhra' 'South Indian' 'Biryani'],Hyderabad,Dilsukhnagar,3.6,500,17:06:34,2,0,4661,41
Green Treat,400,['North Indian' 'South Indian'],Hyderabad,Kothapet,4.1,500,16:04:06,3,4,12063,54
Lucky's Biryani House,400,['Biryani' 'Chinese'],Hyderabad,New Nallakunta,4,100,15:31:19,6,2,19028,38
Riyan Hotel,300,['Hyderabadi' 'Mughlai' 'Biryani' 'Indian' 'Chinese'],Hyderabad,Vijaya Nagar Colony,3.5,1000,11:40:46,6,5,25022,35
Brista Restaurant,350,['Biryani' 'North Indian' 'Beverages' 'Desserts' 'Chinese'],Hyderabad,Santoshnagar & Saidabad,3.8,100,19:34:26,4,1,10309,50
Tibbs Frankie,150,['Snacks'],Hyderabad,Koti,4.3,100,20:24:19,4,2,26984,29
Hotel Shanthi Delux,250,['South Indian' 'North Indian' 'Chinese'],Hyderabad,Amberpet,4.3,100,16:59:11,1,0,23546,38
Subbayya Gari Hotel,300,['South Indian'],Hyderabad,Old Malakpet,4.1,1000,10:45:52,9,1,6647,29
Chickpet Donne Biryani House,400,['Indian'],Hyderabad,Narayanguda,3.7,100,17:20:17,3,4,13259,28
Cake L'amore,200,['Bakery' 'Beverages' 'Desserts'],Hyderabad,Himayatnagar,4.1,500,11:17:49,2,4,28593,42
Azaan Bait Al Mandi,350,['Biryani'],Hyderabad,Kavadiguda,3.9,100,14:33:03,8,3,21873,33
homely,200,['Home Food' 'South Indian' 'North Indian' 'Thalis'],Hyderabad,Kothapet & Dilsukhnagar,4.1,1000,12:45:20,7,0,6230,39
Jain Kitchen Pure Veg Restaurant,200,['North Indian' 'Jain' 'Chinese' 'Tandoor'],Hyderabad,Old Malakpet,4.1,100,15:25:54,2,1,14600,38
Potful - Claypot Biryanis,500,['Biryani' 'Kebabs' 'Mughlai' 'North Indian'],Hyderabad,Kothapet & Dilsukhnagar,4,500,15:31:03,2,3,19477,77
Karachi Bakery Banjara,200,['Bakery' 'Pizzas' 'Snacks' 'Chinese' 'Italian' 'American' 'Sweets' 'Desserts' 'Beverages'],Hyderabad,Banjara Hills,4.1,1000,22:57:17,4,0,16351,56
Al Madina Mandi House,400,['Biryani' 'Arabian' 'Fast Food'],Hyderabad,Old Malakpet,3.9,100,19:02:10,3,2,13178,34
Nakshatra Inn Multi Cuisine Restaurant,300,['Biryani' 'Chinese' 'North Indian' 'South Indian'],Hyderabad,Kothapet,3.8,100,12:38:48,3,0,16352,52
Karachi Bakery,400,['Bakery' 'Pizzas' 'Fast Food' 'Chinese' 'Italian' 'American' 'Sweets' 'Desserts' 'Beverages'],Hyderabad,Old Malakpet,4.2,100,10:04:54,4,2,28100,38
New Sai kailash Dhaba,250,['Chinese' 'Biryani' 'Combo'],Hyderabad,Kothapet & Dilsukhnagar,4.2,100,21:27:42,5,1,9589,54
Mohammedia Shawarma,300,['Arabian' 'Lebanese' 'Street Food'],Hyderabad,Himayatnagar,3.8,100,17:17:40,1,2,25280,31
Taj Mahal Hotel,300,['North Indian' 'Chinese' 'South Indian' 'Tandoor'],Hyderabad,Narayanguda,4.2,1000,16:29:40,1,4,23395,32
Varalakshmi Tiffins,300,['South Indian'],Hyderabad,Dilsukhnagar,4.3,1000,14:36:10,6,5,16506,50
Lavish Corner,120,['Chinese' 'Indian' 'Beverages' 'Snacks'],Hyderabad,Abids,3.9,100,13:59:57,8,1,9376,29
Kabul Darbar,850,['Afghani' 'Arabian' 'Indian' 'Tandoor'],Hyderabad,Toli Chowki,4.3,100,10:03:23,1,2,24912,57
Balaji Dinesh Mithai bhandar,200,['Sweets' 'Snacks'],Hyderabad,Santosh Nagar,4.1,100,15:14:09,3,4,8929,46
Good Lands Restaurant,300,['Biryani' 'North Indian' 'South Indian' 'Tandoor' 'Chinese'],Hyderabad,Amberpet,4.2,100,19:23:51,5,2,19814,60
Govind Dosa,250,['South Indian'],Hyderabad,Himayatnagar,4.3,500,12:45:40,10,4,4436,33
Chicha's,200,['Biryani' 'Hyderabadi' 'Indian' 'Street Food'],Hyderabad,Lakdikapul,3.8,500,11:50:41,10,1,27939,40
Lassi corner Malakpet,150,['Beverages'],Hyderabad,New Malakpet,3.7,100,19:29:01,3,4,12553,33
Khichdi Experiment,250,['Home Food' 'Indian' 'Healthy Food' 'North Indian' 'Snacks' 'Maharashtrian' 'Sweets' 'South Indian' 'Combo' 'Desserts' 'Beverages' 'Kebabs'],Hyderabad,Himayath Nagar,4.3,100,12:38:27,3,1,27300,32
Ohri's Cake Nation,600,['Desserts' 'Bakery'],Hyderabad,Adarsh Nagar,4.3,100,22:00:31,7,5,14508,31
Taj Mahal-Abids,300,['North Indian' 'Chinese' 'South Indian'],Hyderabad,Koti,4.3,1000,09:02:37,9,2,18043,34
Natural Ice Cream,150,['Ice Cream'],Hyderabad,Abids,4.3,100,17:59:37,2,4,17513,33
Almond House,800,['Sweets' 'Desserts' 'Snacks'],Hyderabad,Himayatnagar,4.6,500,12:44:19,9,0,26359,29
Al Arabian Shawarma,150,['Arabian'],Hyderabad,New Mallepally,4.2,50,22:43:33,4,4,9658,35
Angaara,250,['Indian' 'Chinese' 'Tandoor'],Hyderabad,Himayatnagar,3.9,100,12:12:14,9,4,23568,33
Exotica,1000,['Indian' 'Chinese' 'North Indian' 'Punjabi' 'Tandoor' 'Kebabs' 'Biryani' 'Seafood' 'Oriental' 'Desserts' 'Sweets' 'Beverages' 'Combo'],Hyderabad,Banjara Hills,4.5,500,14:09:52,1,0,12942,65
Haldirams,200,['Snacks' 'Indian'],Hyderabad,Banjara Hills,4.3,500,17:25:22,5,4,16264,63
Nrs Hotel Sanman,150,['South Indian' 'North Indian'],Hyderabad,Tarnaka,4.1,1000,19:14:32,8,2,14202,57
Masqati Ice Cream,300,['Ice Cream' 'Pizzas' 'Desserts'],Hyderabad,Abids,4.3,100,18:54:50,10,2,20989,31
Prince Restaurant,200,['Biryani' 'North Indian' 'Tandoor' 'Hyderabadi' 'Kebabs' 'Chinese'],Hyderabad,Mehdipatnam,3.9,1000,14:54:29,1,4,18513,52
Dwaraka Restaurant,250,['North Indian' 'Chinese' 'South Indian'],Hyderabad,Khairtabad,4.2,1000,18:13:03,7,4,17120,37
Faasos,200,['Combo' 'Snacks' 'Beverages' 'Desserts'],Hyderabad,Abids,4,50,14:47:26,10,4,10324,37
Sri Radhe Chills and Thrills,200,['Italian' 'Juices' 'Fast Food'],Hyderabad,Koti,4.2,500,10:37:36,10,2,6208,28
Sri Siddhartha Tiffins and Meals,150,['Beverages' 'South Indian'],Hyderabad,New Nallakunta,4.3,1000,11:26:22,9,3,10354,35
Haiku,1500,['Japanese' 'Asian' 'Thai'],Hyderabad,Banjara Hills,4.4,100,20:53:32,5,1,4556,75
Oven Story Pizza,600,['Pizzas'],Hyderabad,Abids,3.9,500,13:51:56,5,4,12684,37
MR CHEF MANDI HOUSE,500,['Arabian'],Hyderabad,L.B Nagar,3.5,50,16:34:59,7,4,17308,59
SHAWARMA STATION,289,['Arabian' 'Lebanese'],Hyderabad,Santoshnagar & Saidabad,3.1,20,22:21:19,10,0,20866,58
Bhagmati Biryani,250,['Biryani' 'Telangana'],Hyderabad,Amberpet,3.6,100,14:33:05,1,4,23796,41
Quik cakes.,500,['Bakery' 'Desserts'],Hyderabad,Kothapet,--,,22:51:58,1,0,29243,56
Mandilicious,450,['Arabian' 'Indian' 'Chinese'],Hyderabad,Himayatnagar,3.9,100,11:00:22,3,3,25608,32
Gullu Dada's Biryani,500,['Biryani' 'Hyderabadi' 'Desserts'],Hyderabad,Abids,3.8,50,21:32:51,7,4,7424,27
Qaffeine Coffee by Ohri's,400,['Beverages' 'Desserts' 'Snacks'],Hyderabad,Himayath Nagar,4.3,20,18:37:29,1,3,20745,40
Flying Spaghetti Monster,1500,['Italian' 'Pizzas'],Hyderabad,Banjara Hills,4.3,100,15:31:53,10,2,5689,76
SV FOOD COURT,149,['Chinese' 'Biryani'],Hyderabad,Uppal,--,,20:27:36,8,1,11464,67
Burgersuncle,300,['American' 'Italian' 'Indian'],Hyderabad,Charminar,--,,18:55:24,9,4,25876,50
Zam Zam Arabian Mandi,300,['Arabian'],Hyderabad,Old Malakpet,3.7,20,09:35:22,2,3,24098,37
SAAPAATU,250,['South Indian' 'Indian'],Hyderabad,Hyderabad,--,,11:49:11,1,4,24739,34
Ibaco,800,['Ice Cream' 'Desserts'],Hyderabad,Kachiguda,4.2,50,15:28:00,4,1,21519,28
Gourmet Ice Cream Cakes by Baskin Robbins,300,['Desserts' 'Ice Cream' 'Bakery'],Hyderabad,Himayath Nagar,--,,09:56:36,4,4,10872,32
Frozen Bottle,250,['Beverages' 'Ice Cream' 'Desserts'],Hyderabad,Himayatnagar,3.8,100,19:06:53,6,2,6106,32
Makers of Milkshakes,300,['Beverages'],Hyderabad,Kachiguda,4.3,50,13:43:21,1,1,18672,27
Tasty byte,250,['Chinese' 'Italian' 'Beverages'],Hyderabad,Mehdipatnam,--,,11:04:22,6,0,24740,61
A M SHAH HALEEM,500,['Indian'],Hyderabad,Kothapet & Dilsukhnagar,--,,21:18:40,9,3,19905,33
The Shawarma Spot,160,['Continental'],Hyderabad,Velly View Enclave,4,20,12:55:20,4,1,6901,35
Zaika Bites,300,['Indian'],Hyderabad,Huda Complex,--,,20:36:20,6,2,18651,57
Chung Hua Estd 1983,300,['Chinese' 'Asian' 'Thai' 'Seafood' 'Singaporean'],Hyderabad,Kothapet & Dilshuknagar,3.9,500,19:40:31,5,1,16983,58
LunchBox,200,['North Indian' 'Punjabi' 'Combo' 'Biryani' 'Healthy Food' 'Jain' 'Thalis' 'Indian' 'Mughlai' 'Desserts'],Hyderabad,Abids,4.1,100,11:00:50,8,5,26275,36
Lassi Corner,150,['Hyderabadi' 'Desserts' 'Fast Food'],Hyderabad,Kachiguda,4.1,100,22:31:44,7,3,23818,28
Sri Siddhi Vinayaka Tiffins and Meals,100,['South Indian'],Hyderabad,Dilsukhnagar,4.3,1000,09:38:34,6,2,7293,46
Kathmandu Momo,150,['Fast Food'],Hyderabad,Somajiguda,4.4,100,15:42:17,4,5,23036,59
The Hyderabad Chicken Haleem,150,['Haleem'],Hyderabad,Mehdipatnam,3.2,20,21:03:20,8,1,27760,53
The Just Biryani,200,['Chinese' 'South Indian' 'North Indian'],Hyderabad,Khairtabad,4.3,20,18:38:24,1,5,12161,54
Mithaiwala,400,['Sweets' 'Desserts' 'Snacks' 'Chaat'],Hyderabad,Kothapet,4.3,500,14:58:22,6,2,5949,47
Bowls Kitchen,200,['North Indian' 'South Indian'],Hyderabad,Sri Sai Tarun Enclave,3.7,100,09:26:01,6,5,12191,65
Hotel Rumaan,300,['Biryani' 'Tandoor' 'North Indian' 'Chinese' 'Kebabs' 'Mughlai'],Hyderabad,Toli Chowki,4.2,1000,15:28:54,3,5,6737,61
Sweet Truth - Cake and Desserts,450,['Ice Cream' 'Bakery' 'Desserts' 'Beverages'],Hyderabad,Abids,3.9,50,16:15:22,6,3,26946,37
Lassi shop-IS Sadan Cross Road,100,['Ice Cream'],Hyderabad,Saidabad,4.1,20,10:13:26,7,4,22717,41
Biryani Zone,280,['Biryani' 'Chinese' 'Indian' 'Snacks' 'Arabian' 'Combo'],Hyderabad,Uppal,--,,13:14:59,6,5,9199,69
MS CRUNCHY BITES,200,['Pizzas' 'Fast Food' 'Beverages'],Hyderabad,Santoshnagar & Saidabad,--,,22:23:40,7,4,23974,46
G Pulla Reddy Sweets,300,['Sweets' 'Desserts'],Hyderabad,Abids,4.4,100,20:11:29,5,2,6048,31
Hyderabadish,300,['Indian' 'Biryani' 'Kebabs'],Hyderabad,Nallakunta & Vidyanagar,4.2,20,20:29:14,1,5,23871,45
EatFit,270,['Healthy Food' 'Pizzas' 'North Indian' 'Thalis' 'Biryani'],Hyderabad,Kothapet,4,100,19:12:25,7,0,19825,57
Hotel Mukrram,300,['Biryani'],Hyderabad,Amberpet,4.1,100,15:55:52,10,3,13262,43
Fishland Express,350,['Biryani' 'Chinese' 'South Indian' 'North Indian' 'Tandoor'],Hyderabad,Banjara Hills,3.8,500,18:50:29,2,1,10877,61
Chai Point,150,['Bakery' 'Combo' 'Beverages' 'Maharashtrian' 'Snacks' 'Street Food' 'South Indian' 'Punjabi' 'Fast Food'],Hyderabad,Banjara Hills,4.2,500,20:59:25,1,0,8592,57
Samosa Singh,100,['Fast Food' 'Snacks' 'North Indian' 'Desserts' 'Beverages' 'Street Food' 'Combo'],Hyderabad,Himayatnagar,4,500,14:59:57,3,2,13487,37
4 Seasons,800,['Mediterranean' 'Lebanese' 'Mughlai' 'North Indian' 'Chinese' 'Salads'],Hyderabad,Toli Chowki,4.1,500,22:18:35,6,1,21137,65
Hotel Sitara Grand - Dhanturi Group Of hotels,300,['Biryani' 'Chinese' 'South Indian' 'North Indian' 'Tandoor'],Hyderabad,Chandrapuri Colony,3.8,1000,20:26:39,1,5,16869,70
Hotel City Diamond,300,['Biryani' 'Hyderabadi'],Hyderabad,Mehdipatnam,4.3,500,21:20:10,1,1,24189,43
Amaravathi Family Restaurant,500,['Indian' 'Chinese' 'Tandoor'],Hyderabad,Nagole,4.1,500,22:11:04,2,2,17945,69
Swathi mess and dhaba,200,['Biryani' 'Chinese' 'Hyderabadi' 'North Indian' 'Indian'],Hyderabad,Jam Bagh,3.9,500,13:46:33,2,4,11436,31
Mr. Faddy,300,['American'],Hyderabad,Toli Chowki,4.2,1000,10:26:36,7,4,3747,65
Andhra Meals,200,['South Indian'],Hyderabad,Mehdipatnam,4,1000,14:55:08,3,5,19226,46
Mai Ki Rasoi,200,['North Indian'],Hyderabad,Basheer Bagh,4.5,1000,16:56:25,1,0,3509,32
Amantran Bengali Restaurant,200,['Bengali' 'North Indian' 'Chinese' 'Home Food' 'Thalis' 'Beverages'],Hyderabad,Himayatnagar,4.1,100,16:52:00,8,4,29181,41
La Pino'z Pizza,400,['Pizzas' 'Italian' 'Mexican' 'Desserts' 'Fast Food' 'Snacks'],Hyderabad,Himayath Nagar,4,500,18:42:53,9,3,5093,33
Rayalaseema Ruchulu,450,['South Indian' 'Biryani' 'Rayalaseema'],Hyderabad,Redhills,4,500,21:08:18,9,4,21294,39
Santosh Dhaba Jashan,300,['North Indian' 'Chinese' 'Italian'],Hyderabad,Koti,4.1,500,22:54:22,8,4,5421,30
Spice 6 Global Dining,900,['Indian' 'Fast Food' 'Chinese' 'Arabian' 'Desserts'],Hyderabad,Banjara Hills,4.2,100,17:05:46,2,3,11325,55
Meghacity,500,['North Indian' 'Chinese'],Hyderabad,Basheer Bagh,4.4,1000,20:05:21,10,3,26958,32
Sahara Bakers,200,['Bakery' 'Pizzas'],Hyderabad,Himayatnagar,3.8,500,10:20:33,3,4,7734,34
Dine Hill,400,['Arabian' 'Biryani' 'North Indian' 'Chinese'],Hyderabad,Masab Tank,4.1,500,22:55:12,9,5,8973,49
Marrakesh,300,['Biryani' 'North Indian' 'Arabian' 'Lebanese'],Hyderabad,Uppal,3.8,100,22:57:33,8,2,16360,72
Zyqa Restaurant,200,['North Indian' 'Biryani' 'Chinese'],Hyderabad,Punjagutta,4,500,12:47:37,6,2,16254,55
Al Ibrahim hotel,250,['Biryani'],Hyderabad,Nallakunta & Vidyanagar,4.2,100,22:05:46,3,3,21766,42
Manu s Kitchen,500,['Chinese' 'Tandoor' 'Seafood' 'Biryani' 'Indian'],Hyderabad,Tarnaka Nacharam & Malkajigiri,4.1,100,14:32:58,3,4,26851,68
Redaan Restaurant,250,['Chinese' 'Biryani' 'Kebabs' 'Haleem'],Hyderabad,Madannapet Colony,3.8,1000,19:39:47,2,1,27522,41
Mandi @36,1000,['Arabian' 'Continental' 'Haleem'],Hyderabad,Banjara Hills,4.1,500,09:47:54,9,1,11459,56
Papadams Restaurant,500,['Biryani' 'Chinese' 'Andhra' 'North Indian' 'South Indian' 'Tandoor'],Hyderabad,Huda Complex,3.8,1000,20:52:43,2,1,26695,54
Al - Akbar Fast Food Corner,200,['North Indian' 'Chinese'],Hyderabad,Moghalpura,4.2,500,11:15:11,1,2,26869,45
HALEEM HOUSE,200,['North Indian' 'Chinese' 'Biryani'],Hyderabad,Hakimpet,3.9,100,18:08:30,7,4,19098,64
Biryanis and More,350,['Biryani' 'Chinese' 'Tandoor'],Hyderabad,Somajiguda & Khairtabad,3.9,100,11:31:31,5,4,10210,49
The Kunafa Station,300,['Desserts'],Hyderabad,Charminar,3.9,100,14:33:35,7,0,20695,39
Nandu Fresh Fruit Juice Centre,250,['Beverages'],Hyderabad,Himayatnagar,3.8,1000,16:16:44,7,1,24433,27
Al Saud Bait Al Mandi,250,['Arabian'],Hyderabad,Nallakunta & Vidyanagar,4,100,18:53:07,7,5,18665,34
Ohri's Ming's Court,500,['Chinese'],Hyderabad,Adarsh Nagar,4,1000,09:54:15,2,5,10484,39
Itminaan Biryani - Dum Pukht,250,['North Indian' 'Biryani' 'Combo' 'Snacks'],Hyderabad,Vidyanagar,--,,15:03:44,9,5,27919,39
Shahji Ka Dhaba,400,['North Indian' 'Chinese'],Hyderabad,Lakdikapul,4.3,100,13:30:12,9,3,19697,44
Hotel Suprabhat Multi Cuisine Restaurant,400,['Chinese' 'Tandoor' 'North Indian'],Hyderabad,Habsiguda ,4.1,500,10:57:21,8,5,17886,62
Crispy Hub,250,['American' 'Pizzas' 'Continental'],Hyderabad,Zamistanpur,3.8,100,14:27:07,4,5,25020,41
Taco Bell,300,['Mexican'],Hyderabad,New Malakpet,3.8,500,14:45:23,5,3,25824,37
Veggie Chinese,300,['Chinese'],Hyderabad,Old Mla Quarters,4,100,21:41:48,1,1,26095,30
Veerji Ka Dhaba,200,['North Indian'],Hyderabad,Kavadiguda,4.1,100,21:34:03,10,0,14108,39
Madhur Sweets,250,['Sweets' 'Desserts'],Hyderabad,Masab Tank,4.4,1000,16:36:46,3,2,3413,42
Balaji Mithai Wala & Chat,150,['Sweets'],Hyderabad,Santosh Nagar,4,100,12:43:21,2,5,11863,45
Behrouz Biryani,500,['Biryani' 'Mughlai' 'Lucknowi' 'Hyderabadi' 'Kebabs' 'North Indian' 'Persian' 'Desserts'],Hyderabad,Abids,3.8,100,11:08:04,1,5,13084,36
Ghrelin - Cafe and Patisserie,450,['Desserts' 'Bakery'],Hyderabad,Basheer Bagh,4.3,500,14:13:03,3,0,24646,36
Bakers 'Q',300,['Bakery'],Hyderabad,Amberpet,4,100,20:11:24,3,2,16639,44
Sahadeva Reddy's Chinese Kitchen,250,['Chinese' 'Fast Food'],Hyderabad,Dilsukhnagar,4,500,20:02:06,5,3,15793,38
NalliBokka MuttonMukka,500,['Indian' 'Chinese' 'Biryani'],Hyderabad,Tarnaka Nacharam & Malkajigiri,--,,12:42:51,2,3,14448,67
OKRA - Marriott,1000,['North Indian' 'Chinese' 'Biryani'],Hyderabad,Kavadiguda,3.9,500,14:40:48,9,1,17781,70
AB's-Absolute Barbecues,500,['Barbecue' 'Biryani' 'Chinese'],Hyderabad,Banjara Hills,3.5,50,11:02:16,4,5,8206,70
UBQ by Barbeque Nation,300,['North Indian' 'Chinese' 'Biryani'],Hyderabad,Banjara Hills,3.7,500,16:44:40,4,1,10340,57
star santosh Dhaba,300,['North Indian' 'Biryani' 'Chinese' 'Indian' 'Tandoor'],Hyderabad,Himayath Nagar,3.4,20,14:01:21,6,2,26892,32
Skypark Cafe,500,['Cafe' 'Chinese' 'Continental'],Hyderabad,Banjara Hills,4,500,13:28:04,7,2,11247,61
The Biryani Experiment,250,['Biryani' 'Hyderabadi' 'Indian' 'Kebabs' 'North Indian' 'South Indian' 'Andhra' 'Afghani' 'Combo' 'Desserts' 'Beverages' 'Punjabi' 'Kerala' 'Sweets' 'Arabian' 'Lucknowi' 'Parsi' 'Tandoor'],Hyderabad,Himayath Nagar,3.5,20,19:09:40,7,3,25167,37
1441 Pizzeria,400,['Italian' 'Pizzas' 'Pastas' 'Desserts' 'Beverages'],Hyderabad,Narayanguda,4.1,500,09:35:18,2,0,18029,33
Chef Inam's Steak House,1200,['Steakhouse' 'American'],Hyderabad,Banjara Hills,4.2,100,15:13:26,8,3,23671,69
Agrawala Sweets,250,['Sweets' 'Fast Food'],Hyderabad,Abids,4.3,100,17:53:20,7,1,13696,27
Chinese Pavilion,850,['Chinese' 'Seafood'],Hyderabad,Punjagutta,4.3,500,11:02:35,1,2,16105,64
Indira Darshini,200,['Chinese' 'South Indian' 'Fast Food' 'Hyderabadi'],Hyderabad,Khairtabad,4.1,500,17:51:36,9,1,14396,49
Sri Raghavendra Curry Express,200,['South Indian' 'Andhra'],Hyderabad,New Nallakunta,4.3,1000,14:32:59,1,0,22230,29
The Bhimavaram Boys,300,['South Indian'],Hyderabad,Narayanguda,3.7,500,20:10:46,1,2,10032,33
Tasty Dragon - Chinese Kitchen,200,['Chinese'],Hyderabad,Nacharam,4.2,100,13:25:52,6,1,21094,66
Shiva Sai Reddy Sweets & Chat,200,['Sweets'],Hyderabad,Sai Nagar,4.4,500,14:50:48,5,3,11769,60
Dadu's Mithai Vatika,250,['Sweets' 'Street Food' 'Snacks' 'Chaat' 'Bakery'],Hyderabad,Himayatnagar,4.4,500,20:02:37,5,0,6053,34
Hotel Indu Deluxe,400,['South Indian' 'Biryani'],Hyderabad,Khairtabad,4.9,20,15:34:49,9,1,15178,44
Huber & Holly,500,['Pizzas' 'Beverages' 'Desserts' 'Ice Cream' 'Italian' 'Pastas'],Hyderabad,Himayatnagar,4.2,100,14:15:04,9,4,17949,28
